amyissick.m4a	00:00:02.21
annhelpedherfatherlastweek.m4a	00:00:03.00
briancannotjumphigh.m4a	00:00:02.81
catshavefourlegs.m4a	00:00:02.76
cindyisinthekitchen.m4a	00:00:02.86
closeyoureyes.m4a	00:00:02.32
didyoubrushyourteeth.m4a	00:00:02.30
didyouwashyourhands.m4a	00:00:02.37
doyouwantcarrots.m4a	00:00:02.21
ellenlikestomatoes.m4a	00:00:02.65
emilycandancewell.m4a	00:00:02.69
fredisinhisbedroom.m4a	00:00:02.55
gregsfatherisateacher.m4a	00:00:03.11
hedoesnthaveapen.m4a	00:00:02.65
hershoesarewhite.m4a	00:00:02.37
hewasadoctorthen.m4a	00:00:02.25
hisbootsaredirty.m4a	00:00:02.44
iamhungry.m4a	00:00:02.18
iamthirsty.m4a	00:00:02.41
icannotrunfast.m4a	00:00:02.55
idonthaveaneraser.m4a	00:00:02.97
ihavetwobrothersandasister.m4a	00:00:03.69
itisnotcoldtoday.m4a	00:00:02.32
itisnotsunnytoday.m4a	00:00:02.60
iwantanegg.m4a	00:00:01.93
jackandmarylikemilk.m4a	00:00:02.86
janelookshappy.m4a	00:00:01.83
jasonandkatielikepotatoes.m4a	00:00:03.44
joedoesnotplayalone.m4a	00:00:02.90
kellycannotswim.m4a	00:00:02.18
kellycantswim.m4a	00:00:02.00
leocanrunfast.m4a	00:00:02.93
lionsdonoteatcarrots.m4a	00:00:03.13
lookatthefrogsontherock.m4a	00:00:03.00
manybooksareonthedesk.m4a	00:00:02.90
marklookedscaredyesterday.m4a	00:00:02.81
mimininadansi.m4a	00:00:02.00
mybrothersarestudents.m4a	00:00:02.72
mybrotherwalkstoschool.m4a	00:00:02.93
mydogwasverysmalllastyear.m4a	00:00:03.41
myfamilycleanedthehouseyesterday.m4a	00:00:03.72
myfatherisafarmer.m4a	00:00:03.00
myfatherisbusy.m4a	00:00:02.41
myhandsareclean.m4a	00:00:02.25
myshirtisdirty.m4a	00:00:02.69
mysisterisastudent.m4a	00:00:02.90
mysistersingswell.m4a	00:00:02.53
paulopenedthedoorthen.m4a	00:00:02.62
samsbrotheristall.m4a	00:00:03.13
scottcannotswim.m4a	00:00:02.32
shedoesnotlikedogs.m4a	00:00:03.13
shedoesntlikedogs.m4a	00:00:02.65
shehasalongneck.m4a	00:00:02.21
shehasshorthair.m4a	00:00:02.41
sheishappy.m4a	00:00:01.88
shelikesthepinkshoes.m4a	00:00:02.69
shewillbuysomebananas.m4a	00:00:02.88
shewwasateacherlastyear.m4a	00:00:03.18
simondoesnotwanttofish.m4a	00:00:03.41
simondoesntwanttofish.m4a	00:00:02.81
snakesdonothavelegs.m4a	00:00:02.90
snakesdonthavelegs.m4a	00:00:02.72
somecatshavespots.m4a	00:00:02.74
somfruitsaresweet.m4a	00:00:02.81
theapplesarered	00:00:02.48
theballsareorange.m4a	00:00:02.81
theballswereinthebedroomyesterday.m4a	00:00:03.44
thebananaisyellow.m4a	00:00:02.58
thebananawasgreenlastweek.m4a	00:00:03.16
thebirdsareupinthesky.m4a	00:00:03.39
theboyisbetweendavidandlily.m4a	00:00:04.18
theboyisunderthetable.m4a	00:00:02.74
theboysarenottall.m4a	00:00:02.62
theboysarenttall.m4a	00:00:02.25
theboysgotoschoolnow.m4a	00:00:02.83
thebusstopisinfrontofthepark.m4a	00:00:03.04
thecatissleepingbehindthebox.m4a	00:00:03.88
thecatsareblack.m4a	00:00:02.30
thechickenisinthenest.m4a	00:00:03.09
thechickenisnexttothenest.m4a	00:00:03.25
